nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
45,35,71,6.6,59,28,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
83,64,75,7.3,35,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
14,34,36,5.1,19,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
76,47,71,7.1,28,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
64,72,60,7.5,66,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
41,15,10,6.2,23,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,34,43,6.2,52,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
45,27,35,6.8,39,26,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,65,65,5.8,43,27,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
72,60,72,6.9,53,32,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
74,88,77,6.1,61,18,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
40,54,76,5.9,39,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
11,9,36,5.3,54,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
32,36,49,6.6,37,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
41,21,14,6.9,43,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,40,64,6.4,60,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
60,42,40,6.7,40,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
95,70,70,7.2,56,25,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
80,65,74,7.0,68,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,74,84,5.9,50,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
24,11,45,6.1,38,20,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
13,21,22,7.1,34,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
43,15,33,5.9,26,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
24,34,28,6.4,53,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
58,74,56,7.1,60,27,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
67,60,73,5.8,58,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
24,21,17,6.3,51,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
73,34,63,6.4,59,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
46,59,44,6.3,62,34,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
42,17,45,6.6,36,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
18,24,31,5.1,22,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,7,29,6.9,47,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
55,31,37,6.8,42,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
81,58,88,5.6,28,34,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
35,10,49,5.9,21,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,39,41,6.5,38,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
19,61,29,6.8,28,32,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
26,34,17,6.8,51,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,46,38,7.1,30,38,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
65,40,44,7.1,45,26,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
50,40,38,5.9,58,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
76,57,77,5.5,29,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
15,34,17,6.4,58,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
20,29,29,5.3,47,29,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
57,80,66,6.3,28,18,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
47,82,70,6.1,46,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
50,51,27,6.5,54,37,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
29,27,39,6.2,35,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
33,44,24,6.7,57,37,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
71,55,41,6.0,64,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
36,15,47,5.5,40,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
55,36,51,6.4,47,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
69,45,82,6.1,31,30,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
73,53,75,7.0,27,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
53,43,27,6.4,44,20,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
58,36,55,6.1,48,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
29,61,21,7.1,45,18,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
69,38,39,6.4,41,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
56,61,79,7.2,31,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
34,22,23,7.0,20,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
33,49,45,5.9,52,36,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
79,31,93,5.8,39,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
64,62,85,7.1,68,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
75,70,88,7.3,57,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
17,34,36,5.6,40,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
30,23,41,6.1,34,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
66,89,78,6.3,37,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
45,59,53,6.7,53,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
51,32,27,5.8,27,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
43,32,34,5.7,48,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
12,17,11,5.4,30,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
63,66,68,6.0,37,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
76,60,69,7.0,59,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
32,23,20,6.9,51,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
32,46,53,5.5,29,20,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
31,61,26,6.3,52,38,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
67,63,70,5.9,44,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
57,74,68,6.6,46,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
53,58,45,6.4,37,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
59,50,62,6.9,63,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
